open,high,low,close,volume,date
74.38,75.28,74.03,74.76,324741.0,2023-04-27
74.91,76.92,73.93,76.78,306818.0,2023-04-28
76.66,76.69,74.53,75.66,199707.0,2023-05-01
75.76,76.11,71.42,71.66,396234.0,2023-05-02
71.56,71.79,67.95,68.6,471507.0,2023-05-03
68.16,69.84,63.57,68.56,387894.0,2023-05-04
68.7,71.81,68.48,71.34,308772.0,2023-05-05
71.35,73.69,71.04,73.16,266120.0,2023-05-08
72.84,73.78,71.34,73.71,293828.0,2023-05-09
73.58,73.89,71.8,72.56,331164.0,2023-05-10
72.77,73.5,70.63,70.87,332273.0,2023-05-11
71.42,71.78,69.93,70.04,255087.0,2023-05-12
70.04,71.69,69.41,71.11,236691.0,2023-05-15
71.32,71.79,70.45,70.86,212335.0,2023-05-16
70.6,73.26,70.04,72.83,249159.0,2023-05-17
72.75,72.87,71.42,71.86,66747.0,2023-05-18
71.94,73.4,71.03,71.55,34589.0,2023-05-19
71.7,72.36,70.55,71.99,13211.0,2023-05-22
72.1,73.79,71.71,72.91,296770.0,2023-05-23
73.77,74.73,73.13,74.34,368539.0,2023-05-24
74.21,74.37,70.98,71.83,393265.0,2023-05-25
71.89,73.05,71.49,72.67,240781.0,2023-05-26
72.98,73.36,69.02,69.46,419762.0,2023-05-30
69.62,69.69,67.03,68.09,411954.0,2023-05-31
67.6,71.07,67.51,70.1,370599.0,2023-06-01
70.21,72.17,70.0,71.74,297490.0,2023-06-02
75.03,75.06,71.73,72.15,363658.0,2023-06-05
71.99,72.33,70.13,71.74,294183.0,2023-06-06
71.56,73.19,71.01,72.53,275610.0,2023-06-07
72.47,73.28,69.03,71.29,458432.0,2023-06-08
70.94,71.77,70.1,70.17,272769.0,2023-06-09
70.27,70.33,66.8,67.12,372965.0,2023-06-12
67.31,69.83,67.15,69.42,325189.0,2023-06-13
69.35,70.49,68.07,68.27,278748.0,2023-06-14
68.7,70.96,67.97,70.62,102956.0,2023-06-15
70.55,71.89,69.95,71.78,57602.0,2023-06-16
70.96,72.09,69.65,70.5,20140.0,2023-06-20
70.9,72.72,70.8,72.53,251474.0,2023-06-21
72.43,72.65,68.93,69.51,406893.0,2023-06-22
69.53,69.65,67.35,69.16,299260.0,2023-06-23
69.84,70.11,68.71,69.37,255921.0,2023-06-26
69.49,70.15,67.5,67.7,364478.0,2023-06-27
68.01,69.73,67.05,69.56,348491.0,2023-06-28
69.25,70.6,68.93,69.86,271262.0,2023-06-29
69.82,71.04,69.53,70.64,281966.0,2023-06-30
70.45,71.77,69.69,69.79,286227.0,2023-07-03
71.02,72.17,70.34,71.79,430013.0,2023-07-05
71.8,72.34,70.22,71.8,376361.0,2023-07-06
71.89,73.92,71.19,73.86,340596.0,2023-07-07
73.86,74.15,72.67,72.99,279846.0,2023-07-10
73.19,74.96,72.98,74.83,300150.0,2023-07-11
74.83,76.15,74.67,75.75,330342.0,2023-07-12
75.85,77.33,75.32,76.89,354764.0,2023-07-13
77.16,77.3,75.11,75.42,260693.0,2023-07-14
75.02,76.09,73.84,74.15,217420.0,2023-07-17
74.18,75.96,73.88,75.75,98121.0,2023-07-18
75.84,76.97,75.07,75.35,53014.0,2023-07-19
75.35,76.15,74.7,75.63,15719.0,2023-07-20
75.7,77.29,75.69,77.07,287769.0,2023-07-21
77.01,79.28,76.44,78.74,343931.0,2023-07-24
78.85,79.9,78.29,79.63,332536.0,2023-07-25
79.34,79.77,78.55,78.78,304773.0,2023-07-26
78.9,80.6,78.87,80.09,356880.0,2023-07-27
79.84,80.71,79.07,80.58,281119.0,2023-07-28
80.65,82.0,80.13,81.8,279501.0,2023-07-31
81.73,82.22,80.59,81.37,285657.0,2023-08-01
82.05,82.43,79.05,79.49,387414.0,2023-08-02
79.77,81.86,78.69,81.55,384148.0,2023-08-03
81.73,83.24,81.51,82.82,300390.0,2023-08-04
82.82,83.3,81.52,81.94,269555.0,2023-08-07
82.53,83.08,79.9,82.92,398075.0,2023-08-08
82.88,84.65,82.67,84.4,447598.0,2023-08-09
84.25,84.89,82.58,82.82,338277.0,2023-08-10
82.83,83.81,82.23,83.19,305685.0,2023-08-11
83.09,83.2,81.76,82.51,255763.0,2023-08-14
82.52,82.91,80.4,80.99,273420.0,2023-08-15
81.23,81.43,79.05,79.38,296040.0,2023-08-16
79.25,81.08,78.95,80.39,219331.0,2023-08-17
80.04,81.61,79.59,81.25,107629.0,2023-08-18
81.43,82.47,80.61,80.72,62736.0,2023-08-21
80.8,81.04,80.1,80.35,15125.0,2023-08-22
79.64,79.91,77.62,78.89,362913.0,2023-08-23
78.57,79.28,77.59,79.05,327437.0,2023-08-24
78.88,80.45,78.14,79.83,390068.0,2023-08-25
80.15,80.87,79.61,80.1,231432.0,2023-08-28
79.98,81.41,79.34,81.16,271757.0,2023-08-29
81.29,82.05,80.88,81.63,285157.0,2023-08-30
81.7,83.69,81.48,83.63,342025.0,2023-08-31
83.63,86.06,83.46,85.55,389406.0,2023-09-01
85.95,88.07,85.02,86.69,430436.0,2023-09-05
86.72,88.08,85.93,87.54,288225.0,2023-09-06
87.54,87.74,86.39,86.87,254899.0,2023-09-07
86.78,87.95,86.15,87.51,270972.0,2023-09-08
87.4,88.15,86.71,87.29,273708.0,2023-09-11
87.27,89.37,87.22,88.84,313171.0,2023-09-12
88.75,89.64,88.29,88.52,311517.0,2023-09-13
88.81,90.79,88.68,90.16,291909.0,2023-09-14
90.67,91.23,89.22,90.77,291843.0,2023-09-15
91.2,92.43,90.75,91.48,102752.0,2023-09-18
92.22,93.74,91.07,91.2,63336.0,2023-09-19
91.55,91.98,89.87,90.28,22148.0,2023-09-20
89.3,90.98,88.37,89.63,334768.0,2023-09-21
89.62,91.33,89.31,90.03,379104.0,2023-09-22
90.55,90.83,89.03,89.68,312103.0,2023-09-25
89.88,90.74,88.19,90.39,302385.0,2023-09-26
90.53,94.17,90.4,93.68,480619.0,2023-09-27
93.78,95.03,91.39,91.71,388290.0,2023-09-28
91.76,93.1,90.35,90.79,330815.0,2023-09-29
90.82,91.88,88.46,88.82,313370.0,2023-10-02
88.67,90.27,87.76,89.23,329153.0,2023-10-03
89.42,89.59,84.16,84.22,434550.0,2023-10-04
84.45,84.92,82.15,82.31,435570.0,2023-10-05
82.28,83.28,81.5,82.79,431774.0,2023-10-06
85.25,87.24,84.67,86.38,404565.0,2023-10-09
86.43,86.74,85.12,85.97,312491.0,2023-10-10
85.96,86.51,83.11,83.49,386418.0,2023-10-11
83.2,85.2,82.31,82.91,341323.0,2023-10-12
83.51,87.83,83.35,87.69,328180.0,2023-10-13
87.72,88.33,86.32,86.66,214003.0,2023-10-16
87.06,87.75,85.6,86.66,172652.0,2023-10-17
87.81,89.88,87.2,88.32,72512.0,2023-10-18
88.24,90.68,86.6,89.37,38532.0,2023-10-19
90.28,90.78,88.33,88.75,20066.0,2023-10-20
88.0,88.29,85.35,85.49,298666.0,2023-10-23
86.15,86.3,82.94,83.74,342750.0,2023-10-24
83.69,85.56,82.08,85.39,404371.0,2023-10-25
85.37,85.59,82.56,83.21,316379.0,2023-10-26
83.53,85.9,83.1,85.54,315049.0,2023-10-27
85.0,85.3,81.82,82.31,333657.0,2023-10-30
82.59,83.37,80.74,81.02,322780.0,2023-10-31
81.48,83.42,80.3,80.44,300150.0,2023-11-01
80.82,82.83,80.22,82.46,288149.0,2023-11-02
82.58,83.6,80.1,80.51,425073.0,2023-11-03
81.13,82.24,80.66,80.82,250985.0,2023-11-06
80.93,81.05,77.09,77.37,365360.0,2023-11-07
77.12,77.53,74.91,75.33,395546.0,2023-11-08
75.65,77.16,75.21,75.74,276933.0,2023-11-09
75.59,77.73,75.31,77.17,241681.0,2023-11-10
77.15,78.64,76.21,78.26,226904.0,2023-11-13
78.53,79.77,77.79,78.26,231800.0,2023-11-14
78.17,78.77,76.31,76.66,246829.0,2023-11-15
76.6,76.63,72.16,72.9,93825.0,2023-11-16
72.97,75.99,72.75,75.89,48295.0,2023-11-17
75.65,78.22,75.6,77.6,17864.0,2023-11-20
77.65,77.92,76.92,77.77,222711.0,2023-11-21
77.77,77.97,73.79,77.1,369718.0,2023-11-22
76.35,77.09,75.07,75.54,263845.0,2023-11-24
75.31,76.23,74.06,74.86,267819.0,2023-11-27
75.07,77.02,74.64,76.41,270454.0,2023-11-28
76.56,78.09,75.67,77.86,303854.0,2023-11-29
77.75,79.6,75.05,75.96,538679.0,2023-11-30
75.59,76.76,73.93,74.07,333724.0,2023-12-01
74.58,75.03,72.63,73.04,366721.0,2023-12-04
73.3,74.12,72.02,72.32,332968.0,2023-12-05
72.1,72.6,69.11,69.38,408185.0,2023-12-06
69.28,70.48,68.8,69.34,299256.0,2023-12-07
69.76,71.63,69.5,71.23,271568.0,2023-12-08
71.15,71.81,70.35,71.32,241186.0,2023-12-11
71.43,71.96,68.22,68.61,290229.0,2023-12-12
68.73,69.89,67.71,69.47,259977.0,2023-12-13
69.85,72.46,69.54,71.58,237264.0,2023-12-14
71.61,72.22,70.3,71.43,72967.0,2023-12-15
71.68,74.26,70.64,72.47,35705.0,2023-12-18
72.48,74.02,71.84,73.44,15648.0,2023-12-19
74.06,75.37,73.6,74.22,251986.0,2023-12-20
73.81,74.58,72.44,73.89,231155.0,2023-12-21
73.91,74.98,73.39,73.56,201913.0,2023-12-22
73.56,76.18,73.13,75.57,193351.0,2023-12-26
75.32,75.66,73.77,74.11,235743.0,2023-12-27
73.8,74.4,71.72,71.77,244068.0,2023-12-28
71.99,72.62,71.25,71.65,193494.0,2023-12-29
71.71,73.64,70.06,70.38,311388.0,2024-01-02
70.5,73.23,69.28,72.7,315826.0,2024-01-03
73.04,74.0,71.06,72.19,322347.0,2024-01-04
72.4,74.24,72.21,73.81,303067.0,2024-01-05
73.51,73.95,70.13,70.77,365079.0,2024-01-08
70.91,72.93,70.47,72.24,334161.0,2024-01-09
72.17,73.59,71.01,71.37,325904.0,2024-01-10
71.33,73.81,71.17,72.02,347382.0,2024-01-11
73.01,75.25,72.36,72.68,369827.0,2024-01-12
72.82,73.56,71.71,72.4,402922.0,2024-01-16
72.0,72.95,70.5,72.56,289446.0,2024-01-17
72.78,74.38,72.18,74.08,69420.0,2024-01-18
74.08,74.91,73.19,73.41,39337.0,2024-01-19
73.41,75.79,72.85,75.19,15993.0,2024-01-22
74.68,75.25,73.41,74.37,291333.0,2024-01-23
74.57,75.83,73.94,75.09,303867.0,2024-01-24
75.3,77.51,75.16,77.36,294934.0,2024-01-25
77.15,78.26,76.06,78.01,340725.0,2024-01-26
78.9,79.29,76.41,76.78,310380.0,2024-01-29
77.02,78.14,75.85,77.82,318074.0,2024-01-30
77.84,78.11,75.52,75.85,323774.0,2024-01-31
75.96,76.95,73.7,73.82,546942.0,2024-02-01
73.91,74.52,71.79,72.28,435788.0,2024-02-02
72.75,73.28,71.41,72.78,325886.0,2024-02-05
72.76,73.82,72.38,73.31,289125.0,2024-02-06
73.5,74.22,73.23,73.86,262572.0,2024-02-07
74.08,76.59,73.56,76.22,337172.0,2024-02-08
76.42,77.29,75.93,76.84,270691.0,2024-02-09
76.6,77.09,75.54,76.92,211591.0,2024-02-12
77.03,78.47,76.87,77.87,293778.0,2024-02-13
77.81,78.77,76.38,76.64,268308.0,2024-02-14
76.6,78.44,75.78,78.03,101796.0,2024-02-15
78.11,79.35,77.22,79.19,69547.0,2024-02-16
79.13,79.9,77.67,78.18,20515.0,2024-02-20
77.15,78.08,76.32,77.91,308019.0,2024-02-21
78.09,78.92,77.23,78.61,307118.0,2024-02-22
78.37,78.39,76.35,76.49,328616.0,2024-02-23
76.4,78.03,75.84,77.58,252896.0,2024-02-26
77.62,79.0,77.17,78.87,250871.0,2024-02-27
78.48,79.62,77.78,78.54,310877.0,2024-02-28
78.2,79.28,77.94,78.26,299218.0,2024-02-29
78.28,80.85,78.05,79.97,334555.0,2024-03-01
80.14,80.41,78.56,78.74,320571.0,2024-03-04
78.74,79.49,77.52,78.15,416811.0,2024-03-05
78.15,80.67,77.99,79.13,341329.0,2024-03-06
79.13,79.53,78.02,78.93,394086.0,2024-03-07
79.51,79.99,77.56,78.01,315177.0,2024-03-08
77.8,78.47,76.79,77.93,299473.0,2024-03-11
78.09,78.73,77.34,77.56,276309.0,2024-03-12
78.06,79.9,77.57,79.72,278332.0,2024-03-13
79.63,81.62,79.57,81.26,266350.0,2024-03-14
81.14,81.45,80.49,81.04,165566.0,2024-03-15
81.03,83.09,81.01,82.72,62680.0,2024-03-18
82.85,83.85,82.39,83.47,43027.0,2024-03-19
83.2,83.33,81.44,81.68,16350.0,2024-03-20
81.49,81.92,80.3,81.07,244230.0,2024-03-21
80.84,81.45,80.42,80.63,209605.0,2024-03-22
80.85,82.48,80.59,81.95,282853.0,2024-03-25
81.94,82.36,81.22,81.62,215540.0,2024-03-26
81.29,81.74,80.55,81.35,230392.0,2024-03-27
81.71,83.21,81.52,83.17,265778.0,2024-03-28
83.14,84.49,82.6,83.71,300348.0,2024-04-01
84.04,85.5,83.85,85.15,317394.0,2024-04-02
85.46,86.2,84.85,85.43,300770.0,2024-04-03
85.66,87.22,84.64,86.59,333762.0,2024-04-04
86.86,87.63,86.32,86.91,316621.0,2024-04-05
86.1,87.1,84.69,86.43,364333.0,2024-04-08
86.59,86.98,85.09,85.23,289672.0,2024-04-09
85.34,86.38,84.55,86.21,345415.0,2024-04-10
86.32,86.63,84.84,85.02,343313.0,2024-04-11
85.6,87.67,85.24,85.66,345929.0,2024-04-12
85.93,86.11,84.05,85.41,320452.0,2024-04-15
85.7,86.18,84.75,85.36,209726.0,2024-04-16
85.36,85.51,82.55,82.69,235717.0,2024-04-17
82.79,83.47,81.56,82.73,66642.0,2024-04-18
82.62,86.28,81.8,83.14,43522.0,2024-04-19
83.05,83.49,81.85,82.85,14384.0,2024-04-22
82.13,83.43,80.88,83.36,334305.0,2024-04-23
83.4,83.71,82.44,82.81,304268.0,2024-04-24
82.83,83.83,81.99,83.57,295405.0,2024-04-25
83.81,84.46,83.35,83.85,222797.0,2024-04-26
83.69,83.91,82.4,82.63,311744.0,2024-04-29
82.76,83.3,80.95,81.93,380422.0,2024-04-30
81.48,81.57,78.83,79.0,408293.0,2024-05-01
79.15,79.9,78.41,78.95,329680.0,2024-05-02
79.07,79.63,77.96,78.11,298285.0,2024-05-03
78.16,79.09,77.91,78.48,275878.0,2024-05-06
78.72,79.17,77.55,78.38,298405.0,2024-05-07
78.34,79.27,76.89,78.99,329918.0,2024-05-08
79.23,79.8,78.91,79.26,246977.0,2024-05-09
79.59,79.96,78.14,78.26,247974.0,2024-05-10
78.18,79.49,77.78,79.12,241343.0,2024-05-13
79.23,79.38,77.68,78.02,277638.0,2024-05-14
78.44,78.92,76.7,78.63,291149.0,2024-05-15
78.84,79.85,78.2,79.23,196971.0,2024-05-16
79.38,80.14,79.0,80.06,76277.0,2024-05-17
80.01,80.6,79.17,79.8,42275.0,2024-05-20
79.7,79.78,78.08,79.26,19504.0,2024-05-21
78.21,78.41,77.25,77.57,296884.0,2024-05-22
77.29,78.66,76.43,76.87,311050.0,2024-05-23
77.04,78.05,76.15,77.72,275483.0,2024-05-24
78.63,80.29,78.5,79.83,308750.0,2024-05-28
80.26,80.62,78.99,79.23,238646.0,2024-05-29
79.28,79.42,77.63,77.91,343651.0,2024-05-30
77.91,78.62,76.67,76.99,317333.0,2024-05-31
76.97,77.52,73.98,74.22,416773.0,2024-06-03
74.02,74.13,72.48,73.25,383010.0,2024-06-04
72.9,74.33,72.82,74.07,281748.0,2024-06-05
74.3,75.79,74.06,75.55,267683.0,2024-06-06
75.67,76.25,75.21,75.53,251891.0,2024-06-07
75.35,78.29,75.23,77.74,280852.0,2024-06-10
78.12,78.36,77.22,77.9,283496.0,2024-06-11
78.22,79.32,77.88,78.5,285282.0,2024-06-12
78.37,78.89,77.67,78.62,274978.0,2024-06-13
77.96,79.15,77.73,78.45,217304.0,2024-06-14
78.48,80.66,77.98,80.33,100361.0,2024-06-17
80.43,81.67,79.77,81.57,93149.0,2024-06-18
81.33,82.41,81.3,82.17,17741.0,2024-06-20
81.27,81.79,80.35,80.73,271228.0,2024-06-21
80.45,81.78,80.23,81.63,253733.0,2024-06-24
81.7,81.9,80.55,80.83,269912.0,2024-06-25
80.72,81.63,80.18,80.9,285621.0,2024-06-26
80.86,82.04,80.51,81.74,284193.0,2024-06-27
81.86,82.72,80.97,81.54,235963.0,2024-06-28
81.45,83.64,81.38,83.38,326810.0,2024-07-01
83.43,84.38,82.72,82.81,344744.0,2024-07-02
83.2,83.93,82.46,83.88,270701.0,2024-07-03
84.07,84.52,83.07,83.16,331495.0,2024-07-05
83.15,83.32,82.08,82.33,233093.0,2024-07-08
82.22,82.48,81.25,81.41,276496.0,2024-07-09
81.81,82.66,80.81,82.1,307301.0,2024-07-10
82.4,83.13,81.63,82.62,301232.0,2024-07-11
82.86,83.74,82.1,82.21,344011.0,2024-07-12
82.16,82.58,81.47,81.91,265923.0,2024-07-15
81.92,81.93,80.22,80.76,265523.0,2024-07-16
80.85,83.1,80.45,82.85,214769.0,2024-07-17
83.11,83.82,82.04,82.82,73485.0,2024-07-18
82.47,82.89,80.07,80.13,48226.0,2024-07-19
80.39,80.69,79.17,79.78,17640.0,2024-07-22
78.27,78.73,76.4,76.96,395216.0,2024-07-23
77.45,78.19,76.98,77.59,337589.0,2024-07-24
77.5,78.47,76.04,78.28,428839.0,2024-07-25
78.35,78.6,76.19,77.16,340420.0,2024-07-26
77.3,77.69,75.35,75.81,338752.0,2024-07-29
75.91,75.97,74.59,74.73,401598.0,2024-07-30
75.24,78.66,75.18,77.91,427622.0,2024-07-31
78.59,78.88,76.24,76.31,357177.0,2024-08-01
76.87,77.29,72.97,73.52,431978.0,2024-08-02
74.21,74.46,71.67,72.94,471666.0,2024-08-05
73.86,74.56,72.2,73.2,331402.0,2024-08-06
72.84,75.84,72.58,75.23,395993.0,2024-08-07
75.47,76.52,74.6,76.19,300098.0,2024-08-08
76.02,77.09,75.85,76.84,237696.0,2024-08-09
76.99,80.16,76.7,80.06,332571.0,2024-08-12
79.74,80.15,78.16,78.35,331121.0,2024-08-13
78.73,79.1,76.83,76.98,321039.0,2024-08-14
77.52,78.6,76.93,78.16,170444.0,2024-08-15
78.16,78.16,75.54,76.65,77307.0,2024-08-16
76.58,76.87,74.17,74.37,62862.0,2024-08-19
74.34,75.03,73.29,74.04,11416.0,2024-08-20
73.12,74.16,71.46,71.93,367388.0,2024-08-21
71.93,73.52,71.58,73.01,313186.0,2024-08-22
72.96,75.07,72.83,74.83,291501.0,2024-08-23
75.1,77.6,75.04,77.42,387931.0,2024-08-26
77.2,77.48,75.4,75.53,312057.0,2024-08-27
75.75,75.95,73.82,74.52,317353.0,2024-08-28
74.42,76.91,74.05,75.91,390367.0,2024-08-29
75.87,76.59,73.36,73.55,394800.0,2024-08-30
74.07,74.29,70.1,70.34,508204.0,2024-09-03
70.28,71.46,68.82,69.2,457254.0,2024-09-04
69.27,70.82,68.75,69.15,373230.0,2024-09-05
69.33,70.13,67.17,67.67,323182.0,2024-09-06
68.13,68.96,67.31,68.71,272917.0,2024-09-09
68.78,69.08,65.27,65.75,414536.0,2024-09-10
66.28,67.97,65.63,67.31,367073.0,2024-09-11
67.39,69.81,67.24,68.97,316178.0,2024-09-12
69.31,70.32,68.47,68.65,276483.0,2024-09-13
69.16,70.7,68.65,70.09,254732.0,2024-09-16
70.5,71.92,69.61,71.19,223306.0,2024-09-17
71.14,71.48,69.73,70.91,87362.0,2024-09-18
70.13,72.49,70.12,71.95,47484.0,2024-09-19
72.1,72.4,71.36,71.92,23475.0,2024-09-20
71.31,71.81,69.49,70.37,321843.0,2024-09-23
70.76,72.4,70.44,71.56,302864.0,2024-09-24
71.54,71.72,69.23,69.69,453701.0,2024-09-25
69.89,70.01,66.95,67.67,452224.0,2024-09-26
67.45,68.65,67.06,68.18,318430.0,2024-09-27
68.63,69.32,67.57,68.17,326278.0,2024-09-30
68.41,71.94,66.33,69.83,633722.0,2024-10-01
70.8,72.49,69.87,70.1,404669.0,2024-10-02
70.98,74.09,70.52,73.71,433886.0,2024-10-03
73.95,75.57,73.46,74.38,398522.0,2024-10-04
74.4,77.4,73.62,77.14,392197.0,2024-10-07
77.33,78.46,72.69,73.57,464193.0,2024-10-08
73.84,74.45,71.53,73.24,362777.0,2024-10-09
73.39,76.24,73.26,75.85,294492.0,2024-10-10
75.74,76.04,74.53,75.56,272622.0,2024-10-11
75.05,75.08,71.81,73.83,252712.0,2024-10-14
71.51,72.12,69.71,70.58,308865.0,2024-10-15
70.99,71.31,69.64,70.39,203070.0,2024-10-16
70.68,71.11,69.44,70.67,170974.0,2024-10-17
70.75,71.23,68.69,69.22,73560.0,2024-10-18
69.46,71.03,69.0,70.56,52407.0,2024-10-21
70.49,72.66,69.94,72.09,17481.0,2024-10-22
71.35,71.72,70.13,70.77,276680.0,2024-10-23
71.02,72.34,69.77,70.19,269010.0,2024-10-24
70.33,71.92,69.96,71.78,266306.0,2024-10-25
68.98,69.0,66.92,67.38,390733.0,2024-10-28
68.1,68.1,66.72,67.21,0.0,2024-10-29
67.47,67.63,67.28,67.6,9689.0,2024-10-30
